name,type,start_time,duration,"protected_id","data","index","byte_framing_error","header_sync_expected","checksum","checksum_mismatch"
"LIN","data",1.381873937,0.000494562,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",1.382394875,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",1.38291575,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",1.383436687,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",1.419493813,0.000777562,,,,,,,
"LIN","header_sync",1.420379312,0.000494563,,,,,,,
"LIN","header_pid",1.42090025,0.000494562,0x000000000000003D,,,,,,
"LIN","header_break",1.429378375,0.0007775,,,,,,,
"LIN","header_sync",1.430263875,0.000494562,,,,,,,
"LIN","header_pid",1.43078475,0.000494563,0x000000000000000F,,,,,,
"LIN","header_break",1.469381188,0.000777562,,,,,,,
"LIN","header_sync",1.470266687,0.000494563,,,,,,,
"LIN","header_pid",1.470787625,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.479411438,0.000777562,,,,,,,
"LIN","header_sync",1.480296937,0.000494563,,,,,,,
"LIN","header_pid",1.480817875,0.000494563,0x000000000000001C,,,,,,
"LIN","data",1.48134875,0.000494563,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",1.4818695,0.000494563,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",1.482390438,0.000494562,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",1.482911312,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",1.48343225,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",1.519591687,0.000777562,,,,,,,
"LIN","header_sync",1.52047725,0.000494563,,,,,,,
"LIN","header_pid",1.520998125,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.529423625,0.0007775,,,,,,,
"LIN","header_sync",1.530309125,0.000494563,,,,,,,
"LIN","header_pid",1.53083,0.000494563,0x000000000000000F,,,,,,
"LIN","header_break",1.569388,0.000777562,,,,,,,
"LIN","header_sync",1.5702735,0.000494563,,,,,,,
"LIN","header_pid",1.570794438,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.579478687,0.000777562,,,,,,,
"LIN","header_sync",1.58036425,0.000494563,,,,,,,
"LIN","header_pid",1.580885125,0.000494562,0x000000000000001C,,,,,,
"LIN","data",1.5814135,0.000494562,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",1.5819335,0.000494563,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",1.582454438,0.000494562,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",1.582975312,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",1.58349625,0.000494562,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",1.619470437,0.0007775,,,,,,,
"LIN","header_sync",1.620355938,0.000494563,,,,,,,
"LIN","header_pid",1.620876812,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.629437375,0.0007775,,,,,,,
"LIN","header_sync",1.630322875,0.000494562,,,,,,,
"LIN","header_pid",1.63084375,0.000494563,0x000000000000000F,,,,,,
"LIN","header_break",1.669395313,0.000777562,,,,,,,
"LIN","header_sync",1.670280812,0.000494563,,,,,,,
"LIN","header_pid",1.67080175,0.000494562,0x000000000000003D,,,,,,
"LIN","header_break",1.679443125,0.0007775,,,,,,,
"LIN","header_sync",1.680328625,0.000494562,,,,,,,
"LIN","header_pid",1.680849562,0.000494563,0x000000000000001C,,,,,,
"LIN","data",1.6813805,0.000494563,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",1.681901188,0.000494562,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",1.682422063,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",1.682943,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",1.683463938,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",1.719543812,0.0007775,,,,,,,
"LIN","header_sync",1.720429313,0.000494562,,,,,,,
"LIN","header_pid",1.720950187,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.729447938,0.000777562,,,,,,,
"LIN","header_sync",1.730333437,0.000494563,,,,,,,
"LIN","header_pid",1.730854375,0.000494562,0x000000000000000F,,,,,,
"LIN","header_break",1.769401938,0.0007775,,,,,,,
"LIN","header_sync",1.770287437,0.000494563,,,,,,,
"LIN","header_pid",1.770808313,0.000494562,0x000000000000003D,,,,,,
"LIN","header_break",1.779447,0.000777563,,,,,,,
"LIN","header_sync",1.780332562,0.000494563,,,,,,,
"LIN","header_pid",1.780853438,0.000494563,0x000000000000001C,,,,,,
"LIN","data",1.781383375,0.000494562,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",1.781901812,0.000494563,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",1.78242275,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",1.782943625,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",1.783464563,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",1.819486687,0.000777562,,,,,,,
"LIN","header_sync",1.820372188,0.000494562,,,,,,,
"LIN","header_pid",1.820893125,0.000494562,0x000000000000003D,,,,,,
"LIN","header_break",1.829459687,0.000777562,,,,,,,
"LIN","header_sync",1.830345188,0.000494563,,,,,,,
"LIN","header_pid",1.830866125,0.000494562,0x000000000000000F,,,,,,
"LIN","header_break",1.869409438,0.0007775,,,,,,,
"LIN","header_sync",1.870294937,0.000494563,,,,,,,
"LIN","header_pid",1.870815813,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.879446375,0.000777563,,,,,,,
"LIN","header_sync",1.880331938,0.000494562,,,,,,,
"LIN","header_pid",1.880852813,0.000494563,0x000000000000001C,,,,,,
"LIN","data",1.881382937,0.000494563,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",1.881901188,0.000494562,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",1.882422125,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",1.882943,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",1.883463937,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",1.919663188,0.0007775,,,,,,,
"LIN","header_sync",1.920548687,0.000494563,,,,,,,
"LIN","header_pid",1.921069625,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.929453375,0.000777562,,,,,,,
"LIN","header_sync",1.930338937,0.000494563,,,,,,,
"LIN","header_pid",1.930859813,0.000494562,0x000000000000000F,,,,,,
"LIN","header_break",1.969419063,0.0007775,,,,,,,
"LIN","header_sync",1.970304562,0.000494563,,,,,,,
"LIN","header_pid",1.9708255,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",1.979405312,0.0007775,,,,,,,
"LIN","header_sync",1.980290813,0.000494562,,,,,,,
"LIN","header_pid",1.98081175,0.000494563,0x000000000000001C,,,,,,
"LIN","data",1.98134025,0.000494563,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",1.981860063,0.000494563,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",1.982381,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",1.982901938,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",1.983422812,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",2.019529562,0.000777563,,,,,,,
"LIN","header_sync",2.020415125,0.000494563,,,,,,,
"LIN","header_pid",2.020936,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",2.029468937,0.0007775,,,,,,,
"LIN","header_sync",2.030354438,0.000494562,,,,,,,
"LIN","header_pid",2.030875313,0.000494563,0x000000000000000F,,,,,,
"LIN","header_break",2.069426,0.000777563,,,,,,,
"LIN","header_sync",2.070311563,0.000494562,,,,,,,
"LIN","header_pid",2.070832438,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",2.07951025,0.000777562,,,,,,,
"LIN","header_sync",2.080395812,0.000494563,,,,,,,
"LIN","header_pid",2.080916687,0.000494563,0x000000000000001C,,,,,,
"LIN","data",2.081447312,0.000494563,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",2.081965063,0.000494563,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",2.082486,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",2.083006937,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",2.083527812,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",2.119581188,0.000777562,,,,,,,
"LIN","header_sync",2.120466688,0.000494563,,,,,,,
"LIN","header_pid",2.120987625,0.000494562,0x000000000000003D,,,,,,
"LIN","header_break",2.129432813,0.000777562,,,,,,,
"LIN","header_sync",2.130318313,0.000494563,,,,,,,
"LIN","header_pid",2.13083925,0.000494563,0x000000000000000F,,,,,,
"LIN","header_break",2.169436062,0.0007775,,,,,,,
"LIN","header_sync",2.170321562,0.000494563,,,,,,,
"LIN","header_pid",2.170842438,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",2.179483438,0.000777562,,,,,,,
"LIN","header_sync",2.180368937,0.000494563,,,,,,,
"LIN","header_pid",2.180889875,0.000494563,0x000000000000001C,,,,,,
"LIN","data",2.181420875,0.000494562,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",2.1819415,0.000494562,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",2.182462437,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",2.182983313,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
"LIN","data_or_checksum",2.18350425,0.000494563,,0x000000000000006D,0x0000000000000004,,,0x000000000000006D,
"LIN","header_break",2.219545875,0.000777562,,,,,,,
"LIN","header_sync",2.220431375,0.000494563,,,,,,,
"LIN","header_pid",2.220952313,0.000494562,0x000000000000003D,,,,,,
"LIN","header_break",2.229470375,0.000777563,,,,,,,
"LIN","header_sync",2.230355875,0.000494563,,,,,,,
"LIN","header_pid",2.230876813,0.000494563,0x000000000000000F,,,,,,
"LIN","header_break",2.269440187,0.0007775,,,,,,,
"LIN","header_sync",2.270325688,0.000494562,,,,,,,
"LIN","header_pid",2.270846563,0.000494563,0x000000000000003D,,,,,,
"LIN","header_break",2.279490875,0.0007775,,,,,,,
"LIN","header_sync",2.280376375,0.000494563,,,,,,,
"LIN","header_pid",2.28089725,0.000494563,0x000000000000001C,,,,,,
"LIN","data",2.281427,0.000494563,,0x00000000000000FE,0x0000000000000000,,,,
"LIN","data",2.281945625,0.000494563,,0x00000000000000FC,0x0000000000000001,,,,
"LIN","data",2.282466562,0.000494563,,0x0000000000000001,0x0000000000000002,,,,
"LIN","data",2.2829875,0.000494563,,0x00000000000000F8,0x0000000000000003,,,,
